NAME;TERM;PARTY;CITY;KANUN_TEKLIF_ILK;KANUN_TEKLIF;SORU_ONERGELERI_YAZILI;SORU_ONERGELERI_SOZLU;GENEL_GORUSME_ILK;GENEL_GORUSME;MEC_SORUSTURMA_ILK;MEC_SORUSTURMA;MEC_ARASTIRMA_ILK;MEC_ARASTIRMA;GENSORU_ILK;GENSORU;AGE
Hacı Bayram TÜRKOĞLU;24;AK PARTİ;HATAY;0;28;0;0;0;0;0;0;0;8;0;0;57.0
Hasan AKGÖL;24;CHP;HATAY;3;24;60;0;13;13;0;7;2;441;0;6;45.0
Mehmet ÖNTÜRK;24;AK PARTİ;HATAY;0;13;0;0;0;0;0;1;0;13;0;0;41.0
Mehmet Ali EDİBOĞLU;24;CHP;HATAY;18;50;242;1;3;3;0;9;23;583;0;5;43.0
Mevlüt DUDU;24;CHP;HATAY;6;27;282;2;28;28;0;4;20;557;0;6;45.0
Orhan KARASAYAR;24;AK PARTİ;HATAY;1;19;0;0;0;0;0;2;0;17;0;0;46.0
Refik ERYILMAZ;24;CHP;HATAY;3;16;55;0;28;28;0;2;9;281;0;5;47.0
Sadullah ERGİN;24;AK PARTİ;HATAY;0;4;0;0;0;0;0;0;0;1;0;0;47.0
Pervin BULDAN;24;HDP;IĞDIR;23;24;384;5;3;3;0;0;47;646;8;12;44.0
Sinan OĞAN;24;MHP;IĞDIR;8;23;383;32;1;1;0;0;23;258;0;0;42.0
Ali Haydar ÖNER;24;CHP;ISPARTA;8;35;38;0;18;18;0;5;1;618;0;5;63.0
Recep ÖZEL;24;AK PARTİ;ISPARTA;4;34;0;5;1;1;0;0;0;12;0;0;42.0
Süleyman Nevzat KORKMAZ;24;MHP;ISPARTA;5;13;54;0;1;1;0;0;9;258;0;2;46.0
Süreyya Sadi BİLGİÇ;24;AK PARTİ;ISPARTA;4;12;0;0;0;0;2;2;0;5;0;0;50.0
Abdullah Levent TÜZEL;24;HDP;İSTANBUL;18;18;493;12;0;0;0;0;24;148;0;3;50.0
Abdülkadir AKSU;24;AK PARTİ;İSTANBUL;0;3;0;0;0;0;0;0;0;0;0;0;67.0
Ahmet Baha ÖĞÜTKEN;24;AK PARTİ;İSTANBUL;0;12;0;0;0;0;0;1;0;10;0;0;50.0
Ahmet Haldun ERTÜRK;24;AK PARTİ;İSTANBUL;0;15;0;0;0;0;0;2;0;7;0;0;56.0
Ahmet Kutalmış TÜRKEŞ;24;BAĞIMSIZ;İSTANBUL;0;4;0;0;0;0;0;0;0;2;0;0;33.0
Alev DEDEGİL;24;AK PARTİ;İSTANBUL;0;9;0;0;0;0;0;0;0;4;0;0;53.0
Ali ÖZGÜNDÜZ;24;CHP;İSTANBUL;22;56;248;10;11;11;4;10;23;566;0;7;46.0
Atila KAYA;24;MHP;İSTANBUL;5;11;85;0;1;1;0;0;0;198;0;4;54.0
Aydın Ağan AYAYDIN;24;CHP;İSTANBUL;19;32;44;0;0;0;1;9;17;79;0;3;60.0
Aykut ERDOĞDU;24;CHP;İSTANBUL;1;22;119;0;0;0;0;3;8;126;1;5;39.0
Ayşe Eser DANIŞOĞLU;24;CHP;İSTANBUL;5;26;44;0;3;3;0;9;3;106;0;4;49.0
Ayşe Nur BAHÇEKAPILI;24;AK PARTİ;İSTANBUL;7;9;0;0;1;1;0;0;0;4;0;0;57.0
Bihlun TAMAYLIGİL;24;CHP;İSTANBUL;1;13;10;0;2;2;0;7;1;33;0;4;45.0
Binnaz TOPRAK;24;CHP;İSTANBUL;2;30;33;4;2;2;0;9;8;135;0;6;69.0
Burhan KUZU;24;AK PARTİ;İSTANBUL;0;1;0;0;0;0;0;0;0;1;0;0;56.0
Bülent TURAN;24;AK PARTİ;İSTANBUL;7;23;0;5;0;0;0;0;0;11;0;0;36.0
Celal ADAN;24;MHP;İSTANBUL;2;10;578;0;1;1;0;0;1;324;0;0;60.0
Celal DİNÇER;24;CHP;İSTANBUL;57;109;338;54;19;19;0;3;63;878;0;7;54.0
Durmuşali TORLAK;24;MHP;İSTANBUL;6;15;579;0;1;1;0;0;25;366;0;2;49.0
Egemen BAĞIŞ;24;AK PARTİ;İSTANBUL;0;1;0;0;0;0;0;0;0;0;0;0;41.0
Ekrem ERDEM;24;AK PARTİ;İSTANBUL;0;3;0;0;0;0;0;0;0;0;0;0;63.0
Engin ALAN;24;MHP;İSTANBUL;0;0;0;0;0;0;0;0;0;30;0;0;66.0
Enver YILMAZ;24;AK PARTİ;İSTANBUL;0;3;0;0;0;0;0;0;0;8;0;0;41.0
Ercan CENGİZ;24;MEP;İSTANBUL;3;17;4;0;2;2;0;2;1;87;0;1;54.0
Erdoğan TOPRAK;24;CHP;İSTANBUL;15;29;124;26;1;1;0;6;8;41;0;1;52.0
Erol KAYA;24;AK PARTİ;İSTANBUL;0;12;2;0;0;0;0;2;0;12;0;0;52.0
Faik TUNAY;24;CHP;İSTANBUL;9;22;53;0;1;1;0;7;4;125;0;2;30.0
Fatma Nur SERTER;24;CHP;İSTANBUL;6;21;85;3;1;1;0;2;6;123;2;5;63.0
Ferit Mevlüt ASLANOĞLU;24;CHP;İSTANBUL;11;27;10;48;4;4;0;5;51;179;0;4;59.0
Feyzullah KIYIKLIK;24;AK PARTİ;İSTANBUL;0;7;0;0;0;0;0;0;0;3;0;0;62.0
Gülay DALYAN;24;AK PARTİ;İSTANBUL;0;12;0;0;0;0;0;1;0;8;0;0;49.0
Gürsel TEKİN;24;CHP;İSTANBUL;15;28;55;0;0;0;0;1;5;22;0;1;47.0
Gürsoy EROL;24;AK PARTİ;İSTANBUL;0;11;0;0;0;0;0;0;0;3;0;0;55.0
Hakan ŞÜKÜR;24;BAĞIMSIZ;İSTANBUL;0;3;5;0;0;0;0;0;1;4;0;0;40.0
Halide İNCEKARA;24;AK PARTİ;İSTANBUL;0;5;0;0;0;0;0;0;1;2;0;0;52.0
Haluk EYİDOĞAN;24;CHP;İSTANBUL;4;42;116;1;41;41;0;10;12;878;0;5;61.0
Harun KARACA;24;AK PARTİ;İSTANBUL;0;14;1;0;0;0;0;0;0;8;0;0;49.0
Hüseyin BÜRGE;24;AK PARTİ;İSTANBUL;2;12;0;0;0;0;0;0;0;5;0;0;56.0
İbrahim YİĞİT;24;AK PARTİ;İSTANBUL;1;10;0;0;0;0;0;1;0;4;0;0;64.0
İdris GÜLLÜCE;24;AK PARTİ;İSTANBUL;0;6;0;0;0;0;0;0;0;4;0;0;61.0
İhsan ÖZKES;24;CHP;İSTANBUL;13;52;327;29;40;40;0;10;24;1195;0;9;54.0
İhsan BARUTÇU;24;BAĞIMSIZ;İSTANBUL;0;1;33;0;0;0;0;0;0;2;0;0;52.0
İsmail SAFİ;24;AK PARTİ;İSTANBUL;0;2;0;0;0;0;0;0;0;11;0;0;43.0
İsmet UÇMA;24;AK PARTİ;İSTANBUL;0;13;0;0;0;0;0;2;0;9;0;0;56.0
Kadir Gökmen ÖĞÜT;24;CHP;İSTANBUL;6;48;388;12;32;32;0;8;16;1046;0;5;52.0
Kemal KILIÇDAROĞLU;24;CHP;İSTANBUL;0;0;0;0;0;0;0;0;0;0;0;0;63.0
Mahmut TANAL;24;CHP;İSTANBUL;313;358;1533;107;38;38;0;4;79;812;0;5;50.0
Mehmet MUŞ;24;AK PARTİ;İSTANBUL;0;7;0;0;0;0;0;0;0;9;0;0;29.0
Mehmet DOMAÇ;24;AK PARTİ;İSTANBUL;2;14;0;0;0;0;0;2;0;6;0;0;61.0
Mehmet Akif HAMZAÇEBİ;24;CHP;İSTANBUL;49;51;62;0;5;5;0;2;12;22;4;6;58.0
Mehmet Doğan KUBAT;24;AK PARTİ;İSTANBUL;3;25;0;5;0;0;0;0;0;11;0;0;42.0
Melda ONUR;24;CHP;İSTANBUL;12;43;166;0;2;2;0;4;17;133;0;5;47.0
Meral AKŞENER;24;MHP;İSTANBUL;2;3;0;0;0;0;0;0;0;68;0;0;55.0
Metin KÜLÜNK;24;AK PARTİ;İSTANBUL;1;6;0;0;0;0;0;0;0;5;0;0;51.0
Mihrimah Belma SATIR;24;AK PARTİ;İSTANBUL;5;11;0;0;0;0;0;0;0;9;0;0;50.0
Muhammed ÇETİN;24;BAĞIMSIZ;İSTANBUL;0;3;0;0;0;0;0;0;0;1;0;0;48.0
Muhammet Bilal MACİT;24;AK PARTİ;İSTANBUL;0;11;0;0;0;0;0;2;0;10;0;0;27.0
Murat BAŞESGİOĞLU;24;MHP;İSTANBUL;2;5;3;0;1;1;0;0;1;187;0;0;56.0
Mustafa ATAŞ;24;AK PARTİ;İSTANBUL;0;6;0;5;1;1;0;0;0;10;0;0;54.0
Mustafa ŞENTOP;24;AK PARTİ;İSTANBUL;1;4;0;0;0;0;0;0;0;0;0;0;43.0
Mustafa Sezgin TANRIKULU;24;CHP;İSTANBUL;166;275;7227;4;36;36;0;4;159;1051;0;8;48.0
Müslim SARI;24;CHP;İSTANBUL;0;14;35;0;0;0;0;4;0;151;0;8;37.0
Nimet BAŞ;24;AK PARTİ;İSTANBUL;0;0;0;0;0;0;0;0;0;0;0;0;46.0
Nureddin NEBATİ;24;AK PARTİ;İSTANBUL;1;9;0;0;0;0;0;0;0;4;0;0;47.0
Oktay SARAL;24;AK PARTİ;İSTANBUL;0;9;0;0;0;0;0;0;0;8;0;0;44.0
Osman BOYRAZ;24;AK PARTİ;İSTANBUL;0;12;0;0;1;1;0;1;0;17;0;0;37.0
Osman Aşkın BAK;24;AK PARTİ;İSTANBUL;1;19;0;0;0;0;0;1;1;7;0;0;45.0
Osman Oktay EKŞİ;24;CHP;İSTANBUL;16;27;292;2;1;1;0;2;1;92;0;3;79.0
Osman Taney KORUTÜRK;24;CHP;İSTANBUL;3;26;44;0;4;4;0;8;0;97;0;6;67.0
Ömer DİNÇER;24;AK PARTİ;İSTANBUL;0;1;0;0;0;0;0;0;0;0;0;0;55.0
Recep Tayyip ERDOĞAN;24;AK PARTİ;İSTANBUL;2;2;0;0;0;0;0;0;0;0;0;0;57.0
Sabahat AKKİRAY;24;CHP;İSTANBUL;2;11;50;0;0;0;0;4;0;48;0;1;56.0
Sebahat TUNCEL;24;HDP;İSTANBUL;30;31;118;4;0;0;0;0;51;547;0;0;36.0
Sedef KÜÇÜK;24;CHP;İSTANBUL;10;42;52;0;4;4;0;9;10;472;0;7;53.0
Sevim SAVAŞER;24;AK PARTİ;İSTANBUL;0;23;0;0;1;1;0;2;0;11;0;0;58.0
Sırrı Süreyya ÖNDER;24;HDP;İSTANBUL;6;6;42;0;0;0;0;0;7;587;0;3;49.0
Süleyman ÇELEBİ;24;CHP;İSTANBUL;19;44;108;35;5;5;0;2;18;231;0;5;67.0
Şafak PAVEY;24;CHP;İSTANBUL;4;17;53;0;1;1;0;8;1;59;0;1;35.0
Şirin ÜNAL;24;AK PARTİ;İSTANBUL;1;25;0;0;1;1;0;2;0;11;0;0;57.0
Tülay KAYNARCA;24;AK PARTİ;İSTANBUL;0;25;0;0;0;0;0;2;0;16;0;0;42.0
Türkan DAĞOĞLU;24;AK PARTİ;İSTANBUL;1;23;0;0;0;0;0;0;0;7;0;0;66.0
Umut ORAN;24;CHP;İSTANBUL;31;87;1228;13;0;0;1;2;25;94;0;1;49.0
Ünal KACIR;24;AK PARTİ;İSTANBUL;0;6;0;0;0;0;0;1;0;7;0;0;58.0
Volkan BOZKIR;24;AK PARTİ;İSTANBUL;0;3;0;0;0;0;0;0;0;2;0;0;61.0
Ahmet Kenan TANRIKULU;24;MHP;İZMİR;25;29;388;0;1;1;0;0;12;177;0;2;53.0
Alaattin YÜKSEL;24;CHP;İZMİR;17;41;285;1;0;0;0;3;17;129;0;2;61.0
Ali AŞLIK;24;AK PARTİ;İZMİR;2;9;0;0;1;1;0;0;0;9;0;0;38.0
Aydın ŞENGÜL;24;AK PARTİ;İZMİR;2;6;0;0;0;0;0;0;0;5;0;0;43.0
Aytun ÇIRAY;24;CHP;İZMİR;8;28;137;0;3;3;0;5;3;112;1;5;54.0
Binali YILDIRIM;24;AK PARTİ;İZMİR;0;0;0;0;0;0;0;0;0;0;0;0;56.0
Birgül AYMAN GÜLER;24;BAĞIMSIZ;İZMİR;5;15;77;0;1;1;0;3;6;115;0;4;50.0
Erdal KALKAN;24;BAĞIMSIZ;İZMİR;0;2;0;0;0;0;0;0;1;2;0;0;65.0
Erdal AKSÜNGER;24;CHP;İZMİR;4;26;111;0;9;9;0;4;9;578;0;6;43.0
Ertuğrul GÜNAY;24;BAĞIMSIZ;İZMİR;2;2;14;0;0;0;0;0;0;0;0;0;63.0
Hamza DAĞ;24;AK PARTİ;İZMİR;0;12;0;0;0;0;0;0;0;7;0;0;31.0
Hülya GÜVEN;24;CHP;İZMİR;30;64;197;15;22;22;0;9;38;723;0;3;60.0
İlhan İŞBİLEN;24;BAĞIMSIZ;İZMİR;0;7;0;0;0;0;0;0;0;4;0;0;65.0
İlknur DENİZLİ;24;AK PARTİ;İZMİR;0;10;0;0;0;0;0;0;0;13;0;0;47.0
Mehmet Ali SUSAM;24;CHP;İZMİR;11;23;36;18;0;0;0;9;6;140;0;4;55.0
Mehmet Sayım TEKELİOĞLU;24;AK PARTİ;İZMİR;1;5;0;0;0;0;0;0;0;3;0;0;61.0
Musa ÇAM;24;CHP;İZMİR;13;36;81;0;4;4;0;10;0;289;0;4;58.0
Mustafa MOROĞLU;24;CHP;İZMİR;6;32;73;0;1;1;0;10;6;124;0;2;53.0
Mustafa Ali BALBAY;24;CHP;İZMİR;0;1;1;0;2;2;0;2;0;33;0;0;51.0
Nesrin ULEMA;24;AK PARTİ;İZMİR;0;19;0;0;0;0;0;2;0;13;0;0;40.0
Oğuz OYAN;24;CHP;İZMİR;11;19;77;0;0;0;0;3;11;62;1;9;64.0
Oktay VURAL;24;MHP;İZMİR;134;137;92;0;24;24;0;0;11;291;12;13;55.0
Rahmi Aşkın TÜRELİ;24;CHP;İZMİR;35;57;512;25;0;0;0;3;38;265;0;3;48.0
Rıfat SAİT;24;AK PARTİ;İZMİR;1;7;0;0;0;0;0;0;0;1;0;0;45.0
Rıza Mahmut TÜRMEN;24;CHP;İZMİR;9;26;30;0;1;1;0;3;3;134;0;2;70.0
Şükran Güldal MUMCU;24;CHP;İZMİR;2;3;0;0;0;0;0;0;0;3;0;0;60.0
Durdu ÖZBOLAT;24;CHP;KAHRAMANMARAŞ;3;14;86;0;1;1;0;3;3;177;0;5;49.0
Mahir ÜNAL;24;AK PARTİ;KAHRAMANMARAŞ;14;15;0;0;1;1;0;0;1;4;0;0;45.0
Mehmet SAĞLAM;24;AK PARTİ;KAHRAMANMARAŞ;1;9;0;0;0;0;0;0;0;0;0;0;73.0
Mesut DEDEOĞLU;24;MHP;KAHRAMANMARAŞ;12;19;826;1220;0;0;0;0;47;417;0;2;51.0
Nevzat PAKDİL;24;AK PARTİ;KAHRAMANMARAŞ;1;10;0;0;0;0;0;1;0;14;0;0;61.0
Sevda BAYAZIT KAÇAR;24;AK PARTİ;KAHRAMANMARAŞ;0;17;0;0;0;0;0;2;0;7;0;0;37.0
Sıtkı GÜVENÇ;24;AK PARTİ;KAHRAMANMARAŞ;1;17;1;0;0;0;0;2;0;7;0;0;50.0
Yıldırım Mehmet RAMAZANOĞLU;24;AK PARTİ;KAHRAMANMARAŞ;1;14;0;0;0;0;0;0;0;4;0;0;55.0
Mehmet Ali ŞAHİN;24;AK PARTİ;KARABÜK;0;1;0;0;0;0;0;0;0;0;0;0;61.0
Osman KAHVECİ;24;AK PARTİ;KARABÜK;0;22;0;0;0;0;0;2;0;8;0;0;61.0
Lütfi ELVAN;24;AK PARTİ;KARAMAN;0;1;1;0;0;0;0;0;0;2;0;0;49.0
Mevlüt AKGÜN;24;AK PARTİ;KARAMAN;0;5;6;0;0;0;0;0;0;3;0;0;45.0
Ahmet ARSLAN;24;AK PARTİ;KARS;1;12;0;0;0;0;0;2;0;14;0;0;49.0
Mülkiye BİRTANE;24;HDP;KARS;20;21;403;1;0;0;0;0;83;590;0;3;47.0
Yunus KILIÇ;24;AK PARTİ;KARS;2;12;0;0;0;0;0;1;0;9;0;0;46.0
Emin ÇINAR;24;MHP;KASTAMONU;5;17;160;6;1;1;0;0;5;402;0;2;44.0
Hakkı KÖYLÜ;24;AK PARTİ;KASTAMONU;0;2;0;0;0;0;0;0;0;2;0;0;63.0
Mustafa Gökhan GÜLŞEN;24;AK PARTİ;KASTAMONU;1;13;0;0;0;0;0;2;0;4;0;0;41.0
Ahmet ÖKSÜZKAYA;24;BAĞIMSIZ;KAYSERİ;1;10;0;0;0;0;0;0;0;9;0;0;51.0
İsmail TAMER;24;AK PARTİ;KAYSERİ;0;12;0;0;0;0;0;0;0;8;0;0;55.0
Mehmet Şevki KULKULOĞLU;24;CHP;KAYSERİ;0;12;56;0;29;29;0;8;2;457;0;1;46.0
Mustafa ELİTAŞ;24;AK PARTİ;KAYSERİ;16;17;0;0;1;1;0;0;0;4;0;0;54.0
Pelin GÜNDEŞ BAKIR;24;AK PARTİ;KAYSERİ;0;9;0;0;0;0;0;2;0;7;0;0;39.0
Sadık YAKUT;24;AK PARTİ;KAYSERİ;2;6;0;0;0;0;0;0;0;2;0;0;55.0
Taner YILDIZ;24;AK PARTİ;KAYSERİ;0;2;0;0;0;0;0;0;0;0;0;0;49.0
Yaşar KARAYEL;24;AK PARTİ;KAYSERİ;0;9;0;0;0;0;0;1;0;5;0;0;61.0
Yusuf HALAÇOĞLU;24;MHP;KAYSERİ;17;30;71;0;7;7;0;0;4;368;0;3;62.0
Beşir ATALAY;24;AK PARTİ;KIRIKKALE;0;0;0;0;0;0;0;0;0;0;0;0;64.0
Oğuz Kağan KÖKSAL;24;AK PARTİ;KIRIKKALE;0;14;0;0;0;0;0;0;0;7;0;0;63.0
Ramazan CAN;24;AK PARTİ;KIRIKKALE;9;38;0;0;1;1;0;0;1;15;0;0;41.0
Mehmet Siyam KESİMOĞLU;24;CHP;KIRKLARELİ;8;32;213;0;2;2;0;2;5;513;0;4;51.0
Şenol GÜRŞAN;24;AK PARTİ;KIRKLARELİ;0;9;0;0;0;0;0;0;0;3;0;0;47.0
Turgut DİBEK;24;CHP;KIRKLARELİ;4;19;324;0;3;3;0;3;28;217;0;5;45.0
Abdullah ÇALIŞKAN;24;AK PARTİ;KIRŞEHİR;2;12;0;0;0;0;0;0;0;3;0;0;37.0
Muzaffer ASLAN;24;AK PARTİ;KIRŞEHİR;0;11;0;0;0;0;0;0;0;9;0;0;43.0
Ahmet Salih DAL;24;AK PARTİ;KİLİS;0;9;0;0;1;1;0;1;0;3;0;0;40.0
Fuat KARAKUŞ;24;AK PARTİ;KİLİS;0;11;0;0;0;0;0;0;0;6;0;0;38.0
Azize Sibel GÖNÜL;24;AK PARTİ;KOCAELİ;1;10;0;0;0;0;0;0;1;7;0;0;45.0
Fikri IŞIK;24;AK PARTİ;KOCAELİ;0;6;0;0;0;0;0;0;0;3;0;0;46.0
Haydar AKAR;24;CHP;KOCAELİ;27;77;150;3;44;44;0;4;26;965;0;10;48.0
Hurşit GÜNEŞ;24;CHP;KOCAELİ;7;30;42;0;5;5;0;3;4;265;1;7;54.0
İlyas ŞEKER;24;AK PARTİ;KOCAELİ;1;18;0;0;0;0;0;0;0;3;0;0;51.0
Lütfü TÜRKKAN;24;MHP;KOCAELİ;15;22;798;4;1;1;0;0;18;348;0;1;52.0
Mehmet Hilal KAPLAN;24;CHP;KOCAELİ;27;54;82;2;17;17;0;5;25;844;0;11;52.0
Muzaffer BAŞTOPÇU;24;AK PARTİ;KOCAELİ;0;5;0;0;0;0;0;0;0;4;0;0;63.0
Nihat ERGÜN;24;AK PARTİ;KOCAELİ;0;2;0;0;0;0;0;0;0;0;0;0;49.0
Zeki AYGÜN;24;AK PARTİ;KOCAELİ;1;14;0;0;0;0;0;2;0;4;0;0;58.0
Ahmet DAVUTOĞLU;24;AK PARTİ;KONYA;1;1;0;0;0;0;0;0;0;0;0;0;52.0
Atilla KART;24;CHP;KONYA;6;18;202;0;7;7;0;2;5;180;1;3;57.0
Ayşe TÜRKMENOĞLU;24;AK PARTİ;KONYA;0;15;0;0;0;0;0;0;0;6;0;0;46.0
Cem ZORLU;24;AK PARTİ;KONYA;0;14;0;0;0;0;0;2;0;6;0;0;48.0
Faruk BAL;24;MHP;KONYA;0;4;1;0;0;0;0;0;0;138;0;2;61.0
Gülay SAMANCI;24;AK PARTİ;KONYA;0;16;0;0;0;0;0;0;0;3;0;0;34.0
Harun TÜFEKCİ;24;AK PARTİ;KONYA;0;16;0;0;0;0;0;0;0;6;0;0;40.0
Hüseyin ÜZÜLMEZ;24;AK PARTİ;KONYA;0;10;0;0;0;0;0;0;0;4;0;0;54.0
İlhan YERLİKAYA;24;AK PARTİ;KONYA;0;17;0;0;0;0;0;2;0;10;0;0;51.0
Kerim ÖZKUL;24;AK PARTİ;KONYA;4;34;0;0;0;0;0;0;1;6;0;0;52.0
Mustafa KALAYCI;24;MHP;KONYA;68;114;116;0;1;1;0;0;11;369;0;4;51.0
Mustafa BALOĞLU;24;AK PARTİ;KONYA;2;46;0;0;0;0;0;0;0;13;0;0;44.0
Mustafa AKIŞ;24;AK PARTİ;KONYA;0;17;0;0;0;0;0;0;0;1;0;0;30.0
Mustafa KABAKCI;24;AK PARTİ;KONYA;0;8;0;0;0;0;0;0;0;4;0;0;57.0
Alim IŞIK;24;MHP;KÜTAHYA;19;35;4750;662;1;1;0;0;40;421;0;4;52.0
Hasan Fehmi KİNAY;24;AK PARTİ;KÜTAHYA;0;5;1;0;0;0;0;0;0;4;0;0;47.0
İdris BAL;24;BAĞIMSIZ;KÜTAHYA;1;3;39;15;0;0;0;0;0;5;0;0;43.0
Soner AKSOY;24;AK PARTİ;KÜTAHYA;0;8;0;0;0;0;0;2;0;7;0;0;70.0
Vural KAVUNCU;24;AK PARTİ;KÜTAHYA;0;7;0;0;0;0;0;0;0;7;0;0;45.0
Hüseyin Cemal AKIN;24;AK PARTİ;MALATYA;0;7;0;0;0;0;0;0;0;5;0;0;62.0
Mahmut Mücahit FINDIKLI;24;AK PARTİ;MALATYA;2;9;0;0;0;0;0;0;1;8;0;0;54.0
Mustafa ŞAHİN;24;AK PARTİ;MALATYA;0;17;0;0;1;1;0;0;2;11;0;0;55.0
Ömer Faruk ÖZ;24;AK PARTİ;MALATYA;0;9;0;0;0;0;0;2;0;9;0;0;45.0
Öznur ÇALIK;24;AK PARTİ;MALATYA;3;11;0;0;0;0;0;0;2;8;0;0;46.0
Veli AĞBABA;24;CHP;MALATYA;37;98;571;3;8;8;0;4;55;647;0;5;43.0
Erkan AKÇAY;24;MHP;MANİSA;54;74;1006;9;0;0;0;0;25;317;0;2;50.0
Hasan ÖREN;24;CHP;MANİSA;30;54;296;1;6;6;0;1;32;500;0;4;58.0
Hüseyin TANRIVERDİ;24;AK PARTİ;MANİSA;0;4;0;0;0;0;0;1;0;3;0;0;55.0
Muzaffer YURTTAŞ;24;AK PARTİ;MANİSA;0;14;0;0;0;0;0;2;0;10;0;0;44.0
Özgür ÖZEL;24;CHP;MANİSA;28;80;299;1;4;4;0;2;9;293;0;4;37.0
Recai BERBER;24;AK PARTİ;MANİSA;2;3;0;0;0;0;0;0;1;6;0;0;52.0
Sakine ÖZ;24;CHP;MANİSA;10;42;293;0;5;5;0;7;23;481;0;4;47.0
Selçuk ÖZDAĞ;24;AK PARTİ;MANİSA;0;10;0;0;0;0;0;2;1;6;0;0;53.0
Sümer ORAL;24;MHP;MANİSA;0;8;9;0;1;1;0;0;0;327;0;2;73.0
Uğur AYDEMİR;24;AK PARTİ;MANİSA;1;12;0;0;0;0;0;2;0;5;0;0;44.0
Abdurrahim AKDAĞ;24;AK PARTİ;MARDİN;0;13;0;0;0;0;0;0;0;4;0;0;51.0
Ahmet TÜRK;24;BAĞIMSIZ;MARDİN;0;0;1;0;0;0;0;0;0;1;0;0;69.0
Erol DORA;24;HDP;MARDİN;6;6;57;1;0;0;0;0;42;592;0;3;47.0
Gönül BEKİN ŞAHKULUBEY;24;AK PARTİ;MARDİN;0;8;0;0;0;0;0;2;0;7;0;0;41.0
Gülser YILDIRIM;24;HDP;MARDİN;1;1;16;0;0;0;0;0;4;125;0;3;48.0
Muammer GÜLER;24;AK PARTİ;MARDİN;0;7;0;0;0;0;0;0;0;3;0;0;62.0
Ahmet Tevfik UZUN;24;AK PARTİ;MERSİN;0;11;0;0;1;1;0;2;0;2;0;0;43.0
Ali ÖZ;24;MHP;MERSİN;34;48;909;14;1;1;0;0;34;443;0;2;43.0
Ali Rıza ÖZTÜRK;24;CHP;MERSİN;12;50;258;0;11;11;0;3;21;529;0;8;55.0
Aytuğ ATICI;24;CHP;MERSİN;22;48;109;1;3;3;0;4;31;289;0;6;47.0
Çiğdem Münevver ÖKTEN;24;AK PARTİ;MERSİN;2;6;0;0;0;0;0;0;0;6;0;0;50.0
Ertuğrul KÜRKCÜ;24;HDP;MERSİN;5;6;111;0;0;0;0;0;9;547;0;0;63.0
İsa GÖK;24;CHP;MERSİN;0;3;4;0;1;1;0;2;0;22;0;2;48.0
Mehmet ŞANDIR;24;MHP;MERSİN;188;191;248;0;17;17;0;0;84;383;0;11;64.0
Mehmet Zafer ÇAĞLAYAN;24;AK PARTİ;MERSİN;0;0;0;0;0;0;0;0;0;0;0;0;54.0
Nebi BOZKURT;24;AK PARTİ;MERSİN;0;7;0;0;0;0;0;0;0;6;0;0;61.0
Vahap SEÇER;24;CHP;MERSİN;11;34;111;0;1;1;0;2;13;133;0;4;48.0
Ali BOĞA;24;AK PARTİ;MUĞLA;0;6;0;0;0;0;0;0;0;5;0;0;62.0
Mehmet ERDOĞAN;24;MHP;MUĞLA;9;23;76;10;2;2;0;0;12;398;0;3;55.0
Nurettin DEMİR;24;CHP;MUĞLA;40;57;224;16;3;3;0;8;10;256;0;4;58.0
Ömer Süha ALDAN;24;CHP;MUĞLA;10;33;98;0;2;2;0;3;1;151;0;6;52.0
Tolga ÇANDAR;24;CHP;MUĞLA;0;16;33;0;2;2;0;8;6;235;0;3;52.0
Yüksel ÖZDEN;24;AK PARTİ;MUĞLA;1;8;0;0;0;0;0;0;1;7;0;0;48.0
Demir ÇELİK;24;HDP;MUŞ;10;10;249;0;0;0;0;0;23;587;0;3;52.0
Faruk IŞIK;24;AK PARTİ;MUŞ;1;12;0;0;0;0;0;0;0;7;0;0;48.0
Muzaffer ÇAKAR;24;AK PARTİ;MUŞ;0;10;0;0;0;0;0;0;0;7;0;0;46.0
Sırrı SAKİK;24;BDP;MUŞ;1;1;14;0;0;0;0;0;7;508;0;3;54.0
Ahmet Erdal FERALAN;24;AK PARTİ;NEVŞEHİR;1;9;0;0;0;0;0;2;0;6;0;0;49.0
Ebubekir GİZLİGİDER;24;AK PARTİ;NEVŞEHİR;0;11;0;0;0;0;0;0;2;7;0;0;32.0
Murat GÖKTÜRK;24;AK PARTİ;NEVŞEHİR;0;15;0;0;0;0;0;0;0;9;0;0;41.0
Alpaslan KAVAKLIOĞLU;24;AK PARTİ;NİĞDE;2;13;0;0;0;0;0;0;0;10;0;0;49.0
Doğan ŞAFAK;24;CHP;NİĞDE;4;30;107;6;13;13;0;8;3;358;0;8;45.0
Ömer SELVİ;24;AK PARTİ;NİĞDE;0;10;0;0;1;1;0;0;0;7;0;0;35.0
Fatih Han ÜNAL;24;AK PARTİ;ORDU;0;12;0;0;0;0;0;0;0;3;0;0;43.0
Harun ÇAKIR;24;AK PARTİ;ORDU;0;0;0;0;0;0;0;0;0;0;0;0;57.0
İdris YILDIZ;24;CHP;ORDU;0;24;85;0;2;2;0;9;5;165;0;3;61.0
İdris Naim ŞAHİN;24;MİLAD;ORDU;1;1;5;0;0;0;0;0;0;0;0;0;55.0
