NAME;TERM;PARTY;CITY;KANUN_TEKLIF_ILK;KANUN_TEKLIF;SORU_ONERGELERI_YAZILI;SORU_ONERGELERI_SOZLU;GENEL_GORUSME_ILK;GENEL_GORUSME;MEC_SORUSTURMA_ILK;MEC_SORUSTURMA;MEC_ARASTIRMA_ILK;MEC_ARASTIRMA;GENSORU_ILK;GENSORU;AGE
Devlet BAHÇELİ;23;MHP;OSMANİYE;1;1;0;0;0;0;0;0;0;0;0;0;59.0
Durdu Mehmet KASTAL;23;AK PARTİ;OSMANİYE;1;5;0;0;0;0;0;0;0;8;0;0;38.0
Hakan COŞKUN;23;MHP;OSMANİYE;0;12;33;0;1;1;0;0;1;88;0;0;40.0
İbrahim Mete DOĞRUER;23;AK PARTİ;OSMANİYE;0;4;0;0;0;0;0;0;0;3;0;0;56.0
Ahmet Mesut YILMAZ;23;BAĞIMSIZ;RİZE;0;0;1;0;0;0;0;0;0;0;0;0;60.0
Bayram Ali BAYRAMOĞLU;23;AK PARTİ;RİZE;0;4;0;0;1;1;0;0;0;4;0;0;49.0
Lütfi ÇIRAKOĞLU;23;AK PARTİ;RİZE;0;7;0;0;0;0;0;0;0;3;0;0;55.0
Ayhan Sefer ÜSTÜN;23;AK PARTİ;SAKARYA;2;7;0;0;1;1;0;0;1;14;0;0;37.0
Erol Aslan CEBECİ;23;AK PARTİ;SAKARYA;0;4;0;0;0;0;0;0;0;2;0;0;44.0
Hasan Ali ÇELİK;23;AK PARTİ;SAKARYA;0;3;0;0;0;0;0;0;0;13;0;0;48.0
Münir KUTLUATA;23;MHP;SAKARYA;1;12;0;0;0;0;0;0;0;83;0;1;61.0
Recep YILDIRIM;23;AK PARTİ;SAKARYA;1;9;0;0;0;0;0;0;0;7;0;0;58.0
Şaban DİŞLİ;23;AK PARTİ;SAKARYA;0;4;0;0;0;0;0;0;0;1;0;0;49.0
Ahmet YENİ;23;AK PARTİ;SAMSUN;0;6;0;0;0;0;0;0;0;1;0;0;52.0
Ahmet Haluk KOÇ;23;CHP;SAMSUN;0;1;9;0;2;2;0;1;0;9;0;0;53.0
Birnur ŞAHİNOĞLU;23;AK PARTİ;SAMSUN;0;8;0;0;0;0;0;0;0;4;0;0;55.0
Cemal Yılmaz DEMİR;23;AK PARTİ;SAMSUN;0;6;4;0;0;0;0;0;0;5;0;0;47.0
Fatih ÖZTÜRK;23;AK PARTİ;SAMSUN;0;5;0;0;0;0;0;0;0;9;0;0;35.0
Mustafa DEMİR;23;AK PARTİ;SAMSUN;1;4;0;0;0;0;0;0;0;2;0;0;46.0
Osman ÇAKIR;23;MHP;SAMSUN;5;9;147;0;0;0;0;0;1;32;0;0;55.0
Suat BİNİCİ;23;CHP;SAMSUN;1;2;14;0;0;0;0;2;0;37;0;0;60.0
Suat KILIÇ;23;AK PARTİ;SAMSUN;6;10;0;0;0;0;0;0;1;2;0;0;35.0
Afif DEMİRKIRAN;23;AK PARTİ;SİİRT;1;5;0;0;0;0;0;0;1;3;0;0;55.0
Memet Yılmaz HELVACIOĞLU;23;AK PARTİ;SİİRT;2;9;0;0;0;0;0;0;0;5;0;0;58.0
Osman ÖZÇELİK;23;BDP;SİİRT;6;12;27;0;1;1;0;0;10;240;0;0;55.0
Abdurrahman DODURGALI;23;AK PARTİ;SİNOP;0;6;0;0;0;0;0;0;0;3;0;0;55.0
Engin ALTAY;23;CHP;SİNOP;2;8;48;0;0;0;0;1;1;69;0;0;44.0
Kadir TINGIROĞLU;23;AK PARTİ;SİNOP;0;4;0;0;0;0;0;0;0;0;0;0;41.0
Hamza YERLİKAYA;23;AK PARTİ;SİVAS;2;7;0;0;0;0;0;0;1;12;0;0;31.0
Malik Ecder ÖZDEMİR;23;CHP;SİVAS;5;12;26;0;1;1;0;1;1;95;0;0;53.0
Mehmet Mustafa AÇIKALIN;23;AK PARTİ;SİVAS;0;6;0;0;0;0;0;0;0;2;0;0;56.0
Muhsin YAZICIOĞLU;23;BBP;SİVAS;14;14;29;0;0;0;0;0;0;0;0;0;53.0
Osman KILIÇ;23;AK PARTİ;SİVAS;0;4;0;0;0;0;0;0;0;1;0;0;52.0
Selami UZUN;23;AK PARTİ;SİVAS;0;3;0;0;0;0;0;0;0;3;0;0;50.0
Abdulkadir Emin ÖNEN;23;AK PARTİ;ŞANLIURFA;0;5;0;0;0;0;0;0;0;3;0;0;31.0
Abdurrahman Müfit YETKİN;23;AK PARTİ;ŞANLIURFA;1;6;0;0;0;0;0;0;0;0;0;0;54.0
Çağla AKTEMUR;23;BAĞIMSIZ;ŞANLIURFA;0;6;0;0;0;0;0;0;0;3;0;0;35.0
Eyyüp Cenap GÜLPINAR;23;AK PARTİ;ŞANLIURFA;0;5;0;0;0;0;0;0;0;0;0;0;64.0
İbrahim BİNİCİ;23;BAĞIMSIZ;ŞANLIURFA;1;6;22;0;1;1;0;0;4;241;0;0;45.0
Mustafa KUŞ;23;AK PARTİ;ŞANLIURFA;0;4;0;0;0;0;0;0;0;0;0;0;58.0
Ramazan BAŞAK;23;AK PARTİ;ŞANLIURFA;1;6;0;0;1;1;0;0;0;1;0;0;39.0
Sabahattin CEVHERİ;23;BAĞIMSIZ;ŞANLIURFA;0;4;0;0;0;0;0;0;0;1;0;0;57.0
Seyit EYYÜPOĞLU;23;AK PARTİ;ŞANLIURFA;0;1;0;0;0;0;0;0;0;0;0;0;65.0
Yahya AKMAN;23;AK PARTİ;ŞANLIURFA;3;7;0;0;0;0;0;0;0;3;0;0;41.0
Zülfükar İZOL;23;BAĞIMSIZ;ŞANLIURFA;0;6;0;0;0;0;0;0;0;4;0;0;48.0
Abdullah Veli SEYDA;23;AK PARTİ;ŞIRNAK;1;5;0;0;0;0;0;0;0;4;0;0;49.0
Hasip KAPLAN;23;BAĞIMSIZ;ŞIRNAK;20;25;89;19;1;1;0;0;13;241;0;0;53.0
Sevahir BAYINDIR;23;BDP;ŞIRNAK;4;9;73;10;1;1;0;0;10;241;0;0;38.0
Enis TÜTÜNCÜ;23;CHP;TEKİRDAĞ;5;25;28;0;3;3;0;2;2;173;0;0;64.0
FAİK ÖZTRAK;23;CHP;TEKİRDAĞ;0;9;13;0;2;2;0;2;0;59;0;0;53.0
Kemalettin NALCI;23;MHP;TEKİRDAĞ;0;14;92;1;2;2;0;0;6;97;0;0;41.0
Necip TAYLAN;23;AK PARTİ;TEKİRDAĞ;0;3;0;0;0;0;0;0;0;2;0;0;61.0
Tevfik Ziyaeddin AKBULUT;23;AK PARTİ;TEKİRDAĞ;4;9;0;0;0;0;0;0;0;2;0;0;58.0
Dilek YÜKSEL;23;AK PARTİ;TOKAT;0;6;0;0;1;1;0;0;0;2;0;0;30.0
Hüseyin GÜLSÜN;23;AK PARTİ;TOKAT;1;4;0;0;0;0;0;0;0;0;0;0;50.0
Orhan Ziya DİREN;23;CHP;TOKAT;1;11;11;0;3;3;0;2;0;85;0;0;60.0
Osman DEMİR;23;AK PARTİ;TOKAT;1;4;0;0;0;0;0;0;0;7;0;0;45.0
Reşat DOĞRU;23;MHP;TOKAT;19;42;219;388;2;2;0;0;48;184;0;1;52.0
Şükrü AYALAN;23;AK PARTİ;TOKAT;0;2;0;0;0;0;0;0;0;2;0;0;44.0
Zeyid ASLAN;23;AK PARTİ;TOKAT;0;3;0;0;0;0;0;0;0;8;0;0;42.0
Asım AYKAN;23;AK PARTİ;TRABZON;0;7;1;0;0;0;0;0;0;2;0;0;54.0
Cevdet ERDÖL;23;AK PARTİ;TRABZON;5;11;0;0;0;0;0;0;2;2;0;0;49.0
Faruk Nafız ÖZAK;23;AK PARTİ;TRABZON;0;1;0;0;0;0;0;0;0;0;0;0;61.0
Kemalettin GÖKTAŞ;23;AK PARTİ;TRABZON;0;4;1;0;0;0;0;0;1;4;0;0;57.0
Mehmet Akif HAMZAÇEBİ;23;CHP;TRABZON;10;16;52;0;0;0;0;2;5;44;0;1;54.0
Mustafa CUMUR;23;AK PARTİ;TRABZON;2;6;0;0;0;0;0;0;0;10;0;0;43.0
Safiye SEYMENOĞLU;23;AK PARTİ;TRABZON;0;9;0;0;0;0;0;0;0;3;0;0;43.0
Süleyman Latif YUNUSOĞLU;23;MHP;TRABZON;1;13;40;0;1;1;0;0;1;122;0;2;54.0
Kamer GENÇ;23;CHP;TUNCELİ;13;14;8;151;0;0;0;0;2;12;0;0;67.0
Şerafettin HALİS;23;BDP;TUNCELİ;9;15;68;4;1;1;0;0;7;242;0;0;51.0
Mustafa ÇETİN;23;AK PARTİ;UŞAK;0;4;0;0;0;0;0;0;0;2;0;0;55.0
Nuri USLU;23;AK PARTİ;UŞAK;2;5;0;0;0;0;0;0;1;5;0;0;54.0
Osman COŞKUNOĞLU;23;CHP;UŞAK;0;8;36;0;0;0;0;1;0;19;0;0;60.0
Fatma KURTULAN;23;BDP;VAN;8;11;204;3;1;1;0;0;26;244;0;1;43.0
Gülşen ORHAN;23;AK PARTİ;VAN;0;7;0;0;0;0;0;0;0;5;0;0;37.0
Hüseyin ÇELİK;23;AK PARTİ;VAN;0;2;0;0;0;0;0;0;0;0;0;0;48.0
İkram DİNÇER;23;AK PARTİ;VAN;0;4;0;0;0;0;0;0;0;9;0;0;48.0
Kayhan TÜRKMENOĞLU;23;AK PARTİ;VAN;1;5;1;0;0;0;0;0;3;7;0;0;45.0
Kerem ALTUN;23;AK PARTİ;VAN;1;6;0;0;0;0;0;0;0;8;0;0;52.0
Özdal ÜÇER;23;BAĞIMSIZ;VAN;2;8;142;10;1;1;0;0;4;240;0;0;33.0
İlhan EVCİN;23;AK PARTİ;YALOVA;3;7;0;0;0;0;0;0;1;5;0;0;45.0
Muharrem İNCE;23;CHP;YALOVA;7;19;318;2;2;2;0;2;6;65;0;1;43.0
Abdulkadir AKGÜL;23;AK PARTİ;YOZGAT;0;3;0;0;0;0;0;0;0;0;0;0;48.0
Bekir BOZDAĞ;23;AK PARTİ;YOZGAT;10;12;0;0;0;0;0;0;0;4;0;0;42.0
Mehmet EKİCİ;23;MHP;YOZGAT;1;5;94;0;1;1;0;0;1;30;0;1;52.0
Mehmet ÇİÇEK;23;AK PARTİ;YOZGAT;0;3;0;0;0;0;0;0;0;2;0;0;61.0
Mehmet Yaşar ÖZTÜRK;23;TP;YOZGAT;0;1;0;0;0;0;0;0;0;3;0;0;40.0
Osman COŞKUN;23;AK PARTİ;YOZGAT;1;5;1;0;0;0;0;0;3;5;0;0;35.0
Ali KOÇAL;23;CHP;ZONGULDAK;2;28;66;0;4;4;0;3;4;167;0;0;59.0
Ali İhsan KÖKTÜRK;23;CHP;ZONGULDAK;3;23;231;0;2;2;0;3;5;194;0;0;44.0
Fazlı ERDOĞAN;23;AK PARTİ;ZONGULDAK;0;3;0;0;0;0;0;0;0;3;0;0;51.0
Köksal TOPTAN;23;AK PARTİ;ZONGULDAK;1;2;0;0;0;0;0;0;0;0;0;0;64.0
Polat TÜRKMEN;23;AK PARTİ;ZONGULDAK;0;4;0;0;0;0;0;0;1;10;0;0;50.0
Abdullah ÇALIŞKAN;22;AK PARTİ;ADANA;1;10;0;0;0;0;0;4;0;9;0;0;44.0
Abdullah TORUN;22;AK PARTİ;ADANA;0;16;0;1;0;0;0;0;0;11;0;0;34.0
Ali KÜÇÜKAYDIN;22;AK PARTİ;ADANA;1;17;0;0;0;0;0;0;0;14;0;0;54.0
Atilla BAŞOĞLU;22;AK PARTİ;ADANA;41;57;444;73;1;1;0;4;9;39;0;0;48.0
Ayhan Zeynep TEKİN BÖRÜ;22;AK PARTİ;ADANA;3;14;4;1;0;0;0;0;1;14;0;0;52.0
Kemal SAĞ;22;CHP;ADANA;3;78;55;11;2;2;0;1;1;96;0;1;47.0
Mehmet Ziya YERGÖK;22;CHP;ADANA;1;81;11;0;3;3;0;3;0;114;0;0;51.0
Nevingaye ERBATUR;22;CHP;ADANA;2;79;414;2;3;3;0;5;2;98;0;1;52.0
Ömer ÇELİK;22;AK PARTİ;ADANA;0;3;0;0;0;0;0;4;0;0;0;0;34.0
Recep GARİP;22;AK PARTİ;ADANA;0;14;1;0;0;0;0;0;0;13;0;0;46.0
Tacidar SEYHAN;22;CHP;ADANA;5;30;108;2;1;1;0;3;1;57;0;3;43.0
Uğur AKSÖZ;22;CHP;ADANA;1;104;0;0;6;6;0;4;0;125;0;1;54.0
Vahit KİRİŞCİ;22;AK PARTİ;ADANA;1;16;0;0;0;0;0;2;0;7;0;0;42.0
Ziyattin YAĞCI;22;AK PARTİ;ADANA;0;18;0;0;2;2;0;0;0;9;0;0;57.0
Ahmet Faruk ÜNSAL;22;AK PARTİ;ADIYAMAN;0;18;2;0;1;1;0;0;0;10;0;0;39.0
Fehmi Hüsrev KUTLU;22;AK PARTİ;ADIYAMAN;0;14;0;0;0;0;0;0;0;8;0;0;41.0
Mahmut GÖKSU;22;AK PARTİ;ADIYAMAN;4;15;25;10;0;0;0;0;2;13;0;0;43.0
Mehmet ÖZYOL;22;AK PARTİ;ADIYAMAN;0;15;0;0;0;0;0;4;0;15;0;0;65.0
Şevket GÜRSOY;22;AK PARTİ;ADIYAMAN;3;36;1;12;0;0;0;5;1;51;0;1;49.0
Ahmet KOCA;22;AK PARTİ;AFYONKARAHİSAR;2;17;21;0;2;2;0;4;0;11;0;0;39.0
Halil AYDOĞAN;22;AK PARTİ;AFYONKARAHİSAR;3;15;0;0;0;0;0;1;0;8;0;0;52.0
Halil ÜNLÜTEPE;22;CHP;AFYONKARAHİSAR;3;61;50;17;3;3;0;1;1;87;0;1;53.0
İbrahim Hakkı AŞKAR;22;BAĞIMSIZ;AFYONKARAHİSAR;2;11;2;0;1;1;0;0;0;4;0;0;37.0
Mahmut KOÇAK;22;ANAP;AFYONKARAHİSAR;5;16;1;0;1;1;0;0;0;11;0;0;38.0
Reyhan TUGAY;22;ANAP;AFYONKARAHİSAR;2;10;36;2;0;0;0;0;1;13;0;0;33.0
Sait AÇBA;22;AK PARTİ;AFYONKARAHİSAR;2;9;0;0;0;0;0;0;0;1;0;0;52.0
Cemal KAYA;22;AK PARTİ;AĞRI;1;8;0;0;0;0;0;1;0;10;0;0;40.0
Halil ÖZYOLCU;22;AK PARTİ;AĞRI;1;17;0;0;0;0;0;0;1;7;0;0;31.0
Mehmet Kerim YILDIZ;22;AK PARTİ;AĞRI;1;20;0;0;0;0;0;4;0;13;0;0;37.0
Mehmet Melik ÖZMEN;22;AK PARTİ;AĞRI;0;8;3;0;0;0;0;0;0;8;0;0;36.0
Naci ASLAN;22;AK PARTİ;AĞRI;1;32;0;15;1;1;0;2;0;28;0;2;56.0
Ahmet YAŞAR;22;AK PARTİ;AKSARAY;3;17;0;0;0;0;0;2;0;8;0;0;52.0
Ali Rıza ALABOYUN;22;AK PARTİ;AKSARAY;2;18;0;0;0;0;0;0;0;12;0;0;45.0
Ramazan TOPRAK;22;AK PARTİ;AKSARAY;1;11;4;0;2;2;0;0;1;6;0;0;42.0
Ruhi AÇIKGÖZ;22;AK PARTİ;AKSARAY;2;6;0;0;0;0;0;0;0;4;0;0;39.0
Akif GÜLLE;22;AK PARTİ;AMASYA;1;10;0;0;1;1;0;0;0;2;0;0;44.0
Hamza ALBAYRAK;22;ANAP;AMASYA;1;9;0;0;1;1;0;0;0;8;0;0;49.0
Mustafa SAYAR;22;BAĞIMSIZ;AMASYA;0;24;0;3;2;2;0;6;1;35;0;0;50.0
Ahmet İsmet ÇANAKCI;22;CHP;ANKARA;2;17;5;2;2;2;0;6;0;40;0;1;64.0
Ali BABACAN;22;AK PARTİ;ANKARA;0;4;0;0;0;0;0;0;0;0;0;0;35.0
Ayşe Gülsün BİLGEHAN;22;CHP;ANKARA;0;20;13;4;5;5;0;5;0;26;0;0;45.0
Bayramali MERAL;22;CHP;ANKARA;0;18;11;0;1;1;0;3;0;40;0;3;61.0
Beşir ATALAY;22;AK PARTİ;ANKARA;0;2;0;0;0;0;0;0;0;0;0;0;55.0
Bülent GEDİKLİ;22;AK PARTİ;ANKARA;1;9;0;0;0;0;0;0;0;4;0;0;38.0
Cemil ÇİÇEK;22;AK PARTİ;ANKARA;0;3;0;0;0;0;0;0;0;0;0;0;56.0
Ersönmez YARBAY;22;AK PARTİ;ANKARA;2;14;56;0;2;2;0;0;0;9;0;0;49.0
Eşref ERDEM;22;CHP;ANKARA;1;12;9;0;0;0;0;4;1;15;1;2;61.0
Eyyüp SANAY;22;AK PARTİ;ANKARA;2;13;0;0;0;0;0;0;0;11;0;0;60.0
Faruk KOCA;22;AK PARTİ;ANKARA;1;12;1;0;1;1;0;4;0;7;0;0;38.0
Haluk İPEK;22;AK PARTİ;ANKARA;2;9;0;0;2;2;0;0;0;9;0;0;39.0
İsmail ALPTEKİN;22;AK PARTİ;ANKARA;0;4;3;0;0;0;0;0;0;0;0;0;59.0
İsmail DEĞERLİ;22;CHP;ANKARA;0;47;95;5;3;3;0;4;2;73;0;1;57.0
Mehmet TOMANBAY;22;CHP;ANKARA;1;16;60;6;1;1;0;3;4;43;0;0;49.0
Mehmet Zekai ÖZCAN;22;AK PARTİ;ANKARA;0;11;0;0;1;1;0;0;0;2;0;0;52.0
Mustafa TUNA;22;AK PARTİ;ANKARA;0;16;0;0;0;0;0;0;0;13;0;0;45.0
Mustafa Said YAZICIOĞLU;22;AK PARTİ;ANKARA;1;17;0;0;1;1;0;0;0;16;0;0;53.0
Muzaffer Remzi KURTULMUŞOĞLU;22;ANAP;ANKARA;11;35;39;3;2;2;0;7;0;56;0;1;61.0
Nur Doğan TOPALOĞLU;22;AK PARTİ;ANKARA;1;18;0;0;0;0;0;1;0;12;0;0;65.0
Oya ARASLI;22;CHP;ANKARA;3;17;1;2;1;1;0;6;1;39;0;0;59.0
Önder SAV;22;CHP;ANKARA;1;1;0;0;0;0;0;1;0;2;0;2;65.0
Reha DENEMEÇ;22;AK PARTİ;ANKARA;1;6;0;0;0;0;0;0;0;4;0;0;41.0
Remziye ÖZTOPRAK;22;AK PARTİ;ANKARA;0;24;0;0;0;0;0;4;0;9;0;0;53.0
Salih KAPUSUZ;22;AK PARTİ;ANKARA;25;25;1;0;0;0;0;0;2;10;0;0;48.0
Telat KARAPINAR;22;AK PARTİ;ANKARA;2;20;0;1;3;3;0;0;0;11;0;0;40.0
Yakup KEPENEK;22;CHP;ANKARA;1;76;112;46;8;8;0;5;18;100;0;2;65.0
Yılmaz ATEŞ;22;CHP;ANKARA;1;4;80;0;0;0;0;0;0;5;0;1;49.0
Zekeriya AKINCI;22;CHP;ANKARA;0;38;43;0;2;2;0;5;0;47;0;3;45.0
Atila EMEK;22;CHP;ANTALYA;1;87;62;7;6;6;0;4;0;116;0;1;55.0
Burhan KILIÇ;22;AK PARTİ;ANTALYA;7;20;0;0;0;0;0;0;0;15;0;0;49.0
Deniz BAYKAL;22;CHP;ANTALYA;1;1;0;0;2;2;1;1;0;0;4;4;64.0
Feridun Fikret BALOĞLU;22;CHP;ANTALYA;3;105;558;176;1;1;0;3;3;121;0;1;57.0
Fikret BADAZLI;22;AK PARTİ;ANTALYA;5;17;0;0;0;0;0;2;0;8;0;0;62.0
Hüseyin EKMEKCİOĞLU;22;CHP;ANTALYA;2;124;30;23;4;4;0;3;1;145;0;2;43.0
Mehmet DÜLGER;22;AK PARTİ;ANTALYA;4;13;0;2;0;0;0;0;0;4;0;0;62.0
Mevlüt ÇAVUŞOĞLU;22;AK PARTİ;ANTALYA;5;14;1;0;0;0;0;0;0;8;0;0;34.0
Nail KAMACI;22;CHP;ANTALYA;1;71;476;12;6;6;0;1;1;87;0;1;43.0
Osman AKMAN;22;AK PARTİ;ANTALYA;4;20;0;0;0;0;0;0;0;17;0;0;44.0
Osman KAPTAN;22;CHP;ANTALYA;3;60;35;10;2;2;0;5;2;90;0;1;56.0
Osman ÖZCAN;22;CHP;ANTALYA;2;96;94;21;2;2;0;8;0;116;0;1;31.0
Tuncay ERCENK;22;CHP;ANTALYA;2;83;50;5;1;1;0;4;1;106;0;2;52.0
Ensar ÖĞÜT;22;CHP;ARDAHAN;20;36;5201;753;1;1;0;0;2;29;0;1;56.0
Kenan ALTUN;22;AK PARTİ;ARDAHAN;0;15;0;0;0;0;0;0;0;9;0;0;46.0
Orhan YILDIZ;22;AK PARTİ;ARTVİN;4;20;0;0;1;1;0;0;0;9;0;0;40.0
Yüksel ÇORBACIOĞLU;22;CHP;ARTVİN;2;23;38;3;2;2;0;5;0;53;0;0;40.0
Ahmet ERTÜRK;22;AK PARTİ;AYDIN;3;15;0;0;1;1;0;0;3;9;0;0;49.0
Ahmet Rıza ACAR;22;AK PARTİ;AYDIN;1;13;0;0;1;1;0;4;0;13;0;0;55.0
Atilla KOÇ;22;AK PARTİ;AYDIN;1;8;0;0;0;0;0;0;0;5;0;0;56.0
Mehmet SEMERCİ;22;CHP;AYDIN;0;41;2;0;0;0;0;6;0;66;0;0;55.0
Mehmet BOZTAŞ;22;CHP;AYDIN;0;61;6;0;1;1;0;4;1;113;0;2;45.0
Mehmet Mesut ÖZAKCAN;22;CHP;AYDIN;1;83;29;1;7;7;0;9;3;104;0;1;50.0
Özlem ÇERÇİOĞLU;22;CHP;AYDIN;2;65;102;2;2;2;0;6;0;82;0;2;34.0
Semiha ÖYÜŞ;22;AK PARTİ;AYDIN;1;22;0;0;1;1;0;0;0;13;0;0;42.0
Ahmet Edip UĞUR;22;AK PARTİ;BALIKESİR;3;10;0;0;0;0;0;0;0;6;0;0;52.0
Ali AYDINLIOĞLU;22;AK PARTİ;BALIKESİR;5;15;0;0;0;0;0;0;0;9;0;0;44.0
Ali Kemal DEVECİLER;22;CHP;BALIKESİR;4;53;8;9;2;2;0;1;0;78;0;0;44.0
Ali Osman SALİ;22;AK PARTİ;BALIKESİR;5;24;0;0;1;1;0;0;0;11;0;0;43.0
İsmail ÖZGÜN;22;AK PARTİ;BALIKESİR;3;19;0;0;1;1;0;1;2;10;0;0;46.0
Orhan SÜR;22;CHP;BALIKESİR;3;20;17;6;1;1;0;2;2;38;0;1;51.0
Sedat PEKEL;22;CHP;BALIKESİR;2;63;13;105;4;4;0;2;2;80;0;1;54.0
Turhan ÇÖMEZ;22;AK PARTİ;BALIKESİR;7;20;87;1;0;0;0;0;2;8;0;0;37.0
Hacı İbrahim KABARIK;22;AK PARTİ;BARTIN;0;10;34;0;2;2;0;0;0;5;0;0;46.0
Mehmet Asım KULAK;22;AK PARTİ;BARTIN;1;17;0;0;0;0;0;0;0;20;0;0;38.0
Afif DEMİRKIRAN;22;AK PARTİ;BATMAN;0;11;0;0;1;1;0;0;0;8;0;0;50.0
Ahmet İNAL;22;AK PARTİ;BATMAN;0;15;0;0;0;0;0;0;0;5;0;0;48.0
Mehmet Nezir NASIROĞLU;22;AK PARTİ;BATMAN;0;12;2;2;0;0;0;1;0;15;0;0;42.0
Memet Ali SUÇİN;22;AK PARTİ;BATMAN;0;17;0;0;0;0;0;2;0;10;0;0;48.0
Fetani BATTAL;22;AK PARTİ;BAYBURT;0;15;0;0;1;1;0;0;0;20;0;0;39.0
Ülkü Gökalp GÜNEY;22;AK PARTİ;BAYBURT;3;6;0;0;0;0;0;0;0;1;0;0;67.0
Fahrettin POYRAZ;22;AK PARTİ;BİLECİK;1;21;3;0;1;1;0;0;0;10;0;0;34.0
Yaşar TÜZÜN;22;CHP;BİLECİK;5;28;34;13;1;1;0;5;1;39;0;1;36.0
Abdurrahman ANIK;22;AK PARTİ;BİNGÖL;2;12;0;0;0;0;0;0;0;9;0;0;53.0
Feyzi BERDİBEK;22;AK PARTİ;BİNGÖL;4;27;0;0;1;1;0;4;0;15;0;0;45.0
Mahfuz GÜLER;22;AK PARTİ;BİNGÖL;1;17;0;0;0;0;0;4;1;9;0;0;49.0
Abdurrahim AKSOY;22;AK PARTİ;BİTLİS;2;19;1;0;0;0;0;4;0;9;0;0;43.0
Edip Safder GAYDALI;22;BAĞIMSIZ;BİTLİS;2;8;4;0;0;0;0;0;0;2;0;0;50.0
Vahit KİLER;22;AK PARTİ;BİTLİS;6;24;2;0;1;1;0;1;4;15;0;0;36.0
Zeki ERGEZEN;22;AK PARTİ;BİTLİS;2;6;0;0;0;0;0;0;0;1;0;0;53.0
Mehmet GÜNER;22;AK PARTİ;BOLU;1;12;0;0;1;1;0;0;0;8;0;0;46.0
Metin YILMAZ;22;AK PARTİ;BOLU;0;17;2;0;0;0;0;0;0;8;0;0;34.0
Yüksel COŞKUNYÜREK;22;AK PARTİ;BOLU;0;17;0;0;0;0;0;0;0;10;0;0;37.0
Bayram ÖZÇELİK;22;AK PARTİ;BURDUR;2;15;0;0;0;0;0;0;0;13;0;0;36.0
Mehmet ALP;22;AK PARTİ;BURDUR;2;14;0;0;0;0;0;0;0;7;0;0;49.0
Ramazan Kerim ÖZKAN;22;CHP;BURDUR;2;79;80;16;0;0;0;7;0;98;0;2;44.0
Abdulmecit ALP;22;AK PARTİ;BURSA;1;10;0;0;0;0;0;0;0;7;0;0;46.0
Ali DİNÇER;22;CHP;BURSA;0;6;2;0;0;0;0;4;0;14;0;0;57.0
Ertuğrul YALÇINBAYIR;22;AK PARTİ;BURSA;17;19;41;0;0;0;0;0;0;3;0;0;56.0
Faruk ANBARCIOĞLU;22;AK PARTİ;BURSA;3;16;14;1;1;1;0;0;2;13;0;0;47.0
Faruk ÇELİK;22;AK PARTİ;BURSA;34;41;0;0;1;1;0;0;0;9;0;0;46.0
Kemal DEMİREL;22;CHP;BURSA;2;54;3009;3;0;0;0;5;6;87;0;1;47.0
Mehmet KÜÇÜKAŞIK;22;CHP;BURSA;5;87;40;37;2;2;0;1;1;102;0;1;42.0
Mehmet Altan KARAPAŞAOĞLU;22;AK PARTİ;BURSA;5;17;0;0;0;0;0;0;1;12;0;0;62.0
Mehmet Emin TUTAN;22;AK PARTİ;BURSA;3;18;3;0;0;0;0;0;0;19;0;0;43.0
Mustafa DÜNDAR;22;AK PARTİ;BURSA;1;17;4;0;1;1;0;0;0;23;0;0;37.0
Mustafa ÖZYURT;22;CHP;BURSA;0;88;74;1;5;5;0;4;3;93;0;2;61.0
Niyazi PAKYÜREK;22;AK PARTİ;BURSA;1;13;0;0;0;0;0;0;0;14;0;0;50.0
Sedat KIZILCIKLI;22;AK PARTİ;BURSA;5;21;0;0;0;0;0;4;0;18;0;0;35.0
Şerif BİRİNÇ;22;AK PARTİ;BURSA;0;11;0;0;0;0;0;0;1;5;0;0;49.0
Şevket ORHAN;22;AK PARTİ;BURSA;2;15;1;0;0;0;0;0;1;11;0;0;43.0
Zafer HIDIROĞLU;22;AK PARTİ;BURSA;4;14;0;0;1;1;0;0;1;12;0;0;48.0
Ahmet KÜÇÜK;22;CHP;ÇANAKKALE;0;44;91;7;0;0;0;8;9;70;0;1;44.0
İbrahim KÖŞDERE;22;AK PARTİ;ÇANAKKALE;3;21;0;0;1;1;0;0;0;17;0;0;51.0
İsmail ÖZAY;22;CHP;ÇANAKKALE;2;36;27;1;6;6;0;2;3;53;0;1;49.0
Mehmet DANİŞ;22;AK PARTİ;ÇANAKKALE;2;13;0;0;0;0;0;4;0;6;0;0;31.0
Hikmet ÖZDEMİR;22;AK PARTİ;ÇANKIRI;3;17;10;0;1;1;0;0;3;18;0;0;56.0
İsmail ERİCEKLİ;22;AK PARTİ;ÇANKIRI;1;10;0;0;1;1;0;0;0;12;0;0;43.0
Tevfik AKBAK;22;AK PARTİ;ÇANKIRI;2;17;0;0;1;1;0;0;0;10;0;0;46.0
Ağah KAFKAS;22;AK PARTİ;ÇORUM;1;19;0;0;0;0;0;0;0;8;0;0;46.0
Ali Yüksel KAVUŞTU;22;AK PARTİ;ÇORUM;1;18;0;0;0;0;0;4;0;16;0;0;65.0
Feridun AYVAZOĞLU;22;CHP;ÇORUM;0;91;14;7;2;2;0;6;3;121;0;2;50.0
